Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source
[N-]=[N+]=Nc1nc(N)c2nc(N=[N+]=[N-])n(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,[N-]=[N+]=Nc1nc(N)c2nc(N=[N+]=[N-])n(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,sweet,flavor_db
[N-]=[N+]=Nc1nc(N)c2nc(N=[N+]=[N-])n(C3OC(CO[P+](=O)[O-])C(O)C3O)c2n1,[N-]=[N+]=Nc1nc(N)c2nc(N=[N+]=[N-])n(C3OC(CO[P+](=O)[O-])C(O)C3O)c2n1,sweet,flavor_db
Nc1nc(N)c2ncn(C3OC(COP(O)(O)=S)C(O)C3O)c2n1,Nc1nc(N)c2ncn(C3OC(COP(O)(O)=S)C(O)C3O)c2n1,sweet,flavor_db
Nc1nc(Cl)nc2c1ncn2C1OC(CO[P+](=O)[O-])C(O)C1O,Nc1nc(Cl)nc2c1ncn2C1OC(CO[P+](=O)[O-])C(O)C1O,sweet,flavor_db
Nc1ncnc2c1nc(Br)n2C1OC(CO)C(OP(=O)(O)O)C1O,Nc1ncnc2c1nc(Br)n2C1OC(CO)C(OP(=O)(O)O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O[P+](=O)[O-])C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O[P+](=O)[O-])C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(C[Se]P(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(C[Se]P(=O)(O)O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1nc(N)n2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1nc(N)n2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
CC(C)c1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,CC(C)c1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[P+](=O)[O-])C(O)C1F,Nc1ncnc2c1ncn2C1OC(CO[P+](=O)[O-])C(O)C1F,sweet,flavor_db
COc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,COc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
[N-]=[N+]=Nc1nc(N)c2ncn(C3OC(CO[P+](=O)[O-])C(O)C3O)c2n1,[N-]=[N+]=Nc1nc(N)c2ncn(C3OC(CO[P+](=O)[O-])C(O)C3O)c2n1,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[P+](=O)[O-])CC1O,Nc1ncnc2c1ncn2C1OC(CO[P+](=O)[O-])CC1O,sweet,flavor_db
Nc1nc(N)c2ncn(C3CC(O)C(CO[P+](=O)[O-])O3)c2n1,Nc1nc(N)c2ncn(C3CC(O)C(CO[P+](=O)[O-])O3)c2n1,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC2COP(O)(O)(O)OC2C1O,Nc1ncnc2c1ncn2C1OC2COP(O)(O)(O)OC2C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[As](=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO[As](=O)(O)O)C(O)C1O,sweet,flavor_db
CCOC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,CCOC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
COc1ccc2oc3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3c(=O)c2c1O,COc1ccc2oc3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3c(=O)c2c1O,sweet,flavor_db
OCCCCOC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,OCCCCOC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
OCCCCCCOC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,OCCCCCCOC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
NCCCCCCNc1nc2c(N)ncnc2n1C1OC(CO)C(O)C1OP(=O)(O)O,NCCCCCCNc1nc2c(N)ncnc2n1C1OC(CO)C(O)C1OP(=O)(O)O,sweet,flavor_db
COc1ccc(C2CC(=O)c3ccc(OC4OC(OCC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,COc1ccc(C2CC(=O)c3ccc(OC4OC(OCC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,sweet,flavor_db
COc1ccc(-c2cc(=O)c3ccc(OC4OC(OCC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,COc1ccc(-c2cc(=O)c3ccc(OC4OC(OCC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,sweet,flavor_db
OC(O)CC1OC(O)C(O)C(O)C1O,OC(O)CC1OC(O)C(O)C(O)C1O,sweet,flavor_db
NCCCCNc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,NCCCCNc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(O)O)C(O)C1O,sweet,flavor_db
OCC1OC(OCC2OC(O)C(O)CC2O)C(O)C(O)C1O,OCC1OC(OCC2OC(O)C(O)CC2O)C(O)C(O)C1O,sweet,flavor_db
N=P(O)(OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)OP(=O)(O)O,N=P(O)(OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)OP(=O)(O)O,sweet,flavor_db
CC1CCCC(OC2CC(O)C(CO)O2)O1,CC1CCCC(OC2CC(O)C(CO)O2)O1,sweet,flavor_db
Nc1nc(Cl)nc2c1ncn2C1OC(COOOP(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1nc(Cl)nc2c1ncn2C1OC(COOOP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
COc1ccc(C=CC(=O)c2c(O)cc(OC3OC(COC4CCC(O)CO4)C(O)C(O)C3O)cc2OC)cc1O,COc1ccc(C=CC(=O)c2c(O)cc(OC3OC(COC4CCC(O)CO4)C(O)C(O)C3O)cc2OC)cc1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COOP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COOP(=O)(O)O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[P+](=O)[O-])C(OP(=O)(O)O)C1O,Nc1ncnc2c1ncn2C1OC(CO[P+](=O)[O-])C(OP(=O)(O)O)C1O,sweet,flavor_db
OCC1OC(OC2(CF)OC(CCl)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(CF)OC(CCl)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CCl)C(O)C1O,COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CCl)C(O)C1O,sweet,flavor_db
CC1OC(OC2C(CO)OC(c3cc(O)cc4oc(-c5ccc(O)c(O)c5)cc(=O)c34)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(CO)OC(c3cc(O)cc4oc(-c5ccc(O)c(O)c5)cc(=O)c34)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
CC1OC(OC2C(CO)OC(c3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(CO)OC(c3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
CCCCCCOP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CCCCCCOP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,flavor_db
CNc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,CNc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
O=C(CCc1ccc(O)c(O)c1)c1ccc(O)c(OC2OCC(O)C(O)C2O)c1O,O=C(CCc1ccc(O)c(O)c1)c1ccc(O)c(OC2OCC(O)C(O)C2O)c1O,sweet,flavor_db
O=C(CCc1ccc(O)c(O)c1)c1ccc(O)c(OC2OC(CO)C(O)C(O)C2O)c1O,O=C(CCc1ccc(O)c(O)c1)c1ccc(O)c(OC2OC(CO)C(O)C(O)C2O)c1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1CC(O)C(CO[PH+](O)[S-])O1,Nc1ncnc2c1ncn2C1CC(O)C(CO[PH+](O)[S-])O1,sweet,flavor_db
COC1OC(CO)C(O)C(OC2OC(C)C(O)CC2O)C1O,COC1OC(CO)C(O)C(OC2OC(C)C(O)CC2O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)O[P+](=O)[O-])C(O[P+](=O)[O-])C1O,Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)O[P+](=O)[O-])C(O[P+](=O)[O-])C1O,sweet,flavor_db
COc1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,COc1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,sweet,flavor_db
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
OCC1OC(O)[C](O)C(O)C1O,OCC1OC(O)[C](O)C(O)C1O,sweet,flavor_db
OCC1OC(O)C(O)C(O)[C]1O,OCC1OC(O)C(O)C(O)[C]1O,sweet,flavor_db
O[CH]C1OC(O)C(O)C(O)C1O,O[CH]C1OC(O)C(O)C(O)C1O,sweet,flavor_db
OCC1OC(O)C(O)C(O)[C]1OC1OC(CO)C(O)C(O)C1O,OCC1OC(O)C(O)C(O)[C]1OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
OCC1OC(O)C(O)[C](O)C1O,OCC1OC(O)C(O)[C](O)C1O,sweet,flavor_db
OC[C]1OC(O)C(O)C(O)C1O,OC[C]1OC(O)C(O)C(O)C1O,sweet,flavor_db
OC[C]1OC(O)C(OC2(CO)OC(CO)C(O)C2O)C(O)C1O,OC[C]1OC(O)C(OC2(CO)OC(CO)C(O)C2O)C(O)C1O,sweet,flavor_db
OC[C]1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,OC[C]1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
OC[C]1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,OC[C]1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
OC[C]1OC(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,OC[C]1OC(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
O=c1c2c(O)cc(O)cc2oc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c12,O=c1c2c(O)cc(O)cc2oc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c12,sweet,flavor_db
COc1cc(-c2coc3c(OC4OC(CO)C(O)C(O)C4O)c(O)cc(OC)c3c2=O)ccc1O,COc1cc(-c2coc3c(OC4OC(CO)C(O)C(O)C4O)c(O)cc(OC)c3c2=O)ccc1O,sweet,flavor_db
COC1OC(CO)C(O)C(OC2(CO)OCC(O)C(O)C2O)C1O,COC1OC(CO)C(O)C(OC2(CO)OCC(O)C(O)C2O)C1O,sweet,flavor_db
COC1OC(COC2(CO)OCC(O)C(O)C2O)C(O)C(O)C1O,COC1OC(COC2(CO)OCC(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
CC1OC(OC2(O)C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O,CC1OC(OC2(O)C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O,sweet,flavor_db
Nc1nc(N)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)O)O3)c2n1,Nc1nc(N)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)O)O3)c2n1,sweet,flavor_db
CC1OC(Oc2ccc(-c3oc4cc(O)cc(O)c4c(=O)c3OC3OC(C)C(O)C(O)C3O)cc2O)C(O)C(O)C1O,CC1OC(Oc2ccc(-c3oc4cc(O)cc(O)c4c(=O)c3OC3OC(C)C(O)C(O)C3O)cc2O)C(O)C(O)C1O,sweet,flavor_db
COc1c(O)cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)c(O)ccc3oc12,COc1c(O)cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)c(O)ccc3oc12,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(O)O)C(O)C1O,sweet,flavor_db
COc1cc(O)c2c(c1)OC(c1ccc(O)c(OC)c1)C(OC1OC(CO)C(O)C(O)C1O)C2=O,COc1cc(O)c2c(c1)OC(c1ccc(O)c(OC)c1)C(OC1OC(CO)C(O)C(O)C1O)C2=O,sweet,flavor_db
COC1CC(O)C(C)OC1O,COC1CC(O)C(C)OC1O,sweet,flavor_db
COc1ccc(C2COc3cc(OC4OC(CO)C(O)C(O)C4O)ccc3C2=O)c(O)c1OC,COc1ccc(C2COc3cc(OC4OC(CO)C(O)C(O)C4O)ccc3C2=O)c(O)c1OC,sweet,flavor_db
Cc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,Cc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC2CO[P+]([O-])(Cl)OC2C1O,Nc1ncnc2c1ncn2C1OC2CO[P+]([O-])(Cl)OC2C1O,sweet,flavor_db
CC(O)(P(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)[P+]([O-])(O)O,CC(O)(P(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)[P+]([O-])(O)O,sweet,flavor_db
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)[C](O)C1O,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)[C](O)C1O,sweet,flavor_db
O[CH]C1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,O[CH]C1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
OCC1(O)OC[C](O)C(O)C1O,OCC1(O)OC[C](O)C(O)C1O,sweet,flavor_db
OCC1(O)O[CH]C(O)C(O)C1O,OCC1(O)O[CH]C(O)C(O)C1O,sweet,flavor_db
OCC1OC(OCCCCOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCCCCOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
OCC1OC(OC2C(O)CC(F)OC2CO)C(O)C(O)C1O,OCC1OC(OC2C(O)CC(F)OC2CO)C(O)C(O)C1O,sweet,flavor_db
COc1c(OC2OC(CO)C(O)C(O)C2O)cc2occ(-c3ccc(O)c(O)c3)c(=O)c2c1O,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2occ(-c3ccc(O)c(O)c3)c(=O)c2c1O,sweet,flavor_db
CC1OC(OCCOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCCOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
CC(O)COC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,CC(O)COC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[PH+]([O-])OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO[PH+]([O-])OP(=O)(O)O)C(O)C1O,sweet,flavor_db
O=C(CCO)C(O)C(O)CO,O=C(CCO)C(O)C(O)CO,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OCCO)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OCCO)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OCC(CO)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OCC(CO)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OCC(O)COP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OCC(O)COP(=O)(O)O)C(O)C1O,sweet,flavor_db
COC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,COC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,sweet,flavor_db
COc1c(OC2OC(CO)C(O)C(O)C2O)cc(O)c2c(=O)c3c(O)c(O)ccc3oc12,COc1c(OC2OC(CO)C(O)C(O)C2O)cc(O)c2c(=O)c3c(O)c(O)ccc3oc12,sweet,flavor_db
CC(O)COC1C(OC2C(CO)OC(O)C(O)C2O)OC(CO)C(O)C1O,CC(O)COC1C(OC2C(CO)OC(O)C(O)C2O)OC(CO)C(O)C1O,sweet,flavor_db
CCOP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)OCC,CCOP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)OCC,sweet,flavor_db
COc1cc(-c2coc3cc(OC4OC(COC(=O)CC(=O)O)C(O)C(O)C4O)cc(O)c3c2=O)ccc1O,COc1cc(-c2coc3cc(OC4OC(COC(=O)CC(=O)O)C(O)C(O)C4O)cc(O)c3c2=O)ccc1O,sweet,flavor_db
O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(O)c(O)c12,O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(O)c(O)c12,sweet,flavor_db
COC1C(O)C(CO)OC(OCC2OC(O)C(O)C(O)C2O)C1O,COC1C(O)C(CO)OC(OCC2OC(O)C(O)C(O)C2O)C1O,sweet,flavor_db
COC1C(O)C(O)OC(COC2OC(CO)C(O)C(O)C2O)C1O,COC1C(O)C(O)OC(COC2OC(CO)C(O)C(O)C2O)C1O,sweet,flavor_db
COC1C(O)C(O)OC(COC2OC(CO)C(O)C(OC)C2O)C1O,COC1C(O)C(O)OC(COC2OC(CO)C(O)C(OC)C2O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OCC(O)C1OP(=O)(O)O,Nc1ncnc2c1ncn2C1OCC(O)C1OP(=O)(O)O,sweet,flavor_db
OCC1OC(OC2C(F)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(F)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO)C2OP(=O)(O)OP(=O)(O)OC21,Nc1ncnc2c1ncn2C1OC(CO)C2OP(=O)(O)OP(=O)(O)OC21,sweet,flavor_db
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1OC1OC(CO)C(O)C(O)C1O,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
COCOC1C(CO)OC(OC)C(O)C1O,COCOC1C(CO)OC(OC)C(O)C1O,sweet,flavor_db
B[P+]1([O-])OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O1,B[P+]1([O-])OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O1,sweet,flavor_db
CCc1nc(N)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,CCc1nc(N)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,sweet,flavor_db
COc1cc(OC2OCC(OC3OCC(O)C(O)C3O)C(O)C2O)c2c(=O)c3c(OC)c(O)ccc3oc2c1,COc1cc(OC2OCC(OC3OCC(O)C(O)C3O)C(O)C2O)c2c(=O)c3c(OC)c(O)ccc3oc2c1,sweet,flavor_db
CC1OC(OC(CO)CO)C(O)C(O)C1O,CC1OC(OC(CO)CO)C(O)C(O)C1O,sweet,flavor_db
COC1OC(CO)C(O)C(OC2CC(O)C(O)C(CO)O2)C1O,COC1OC(CO)C(O)C(OC2CC(O)C(O)C(CO)O2)C1O,sweet,flavor_db
COC1OC(CO)C(O)C(O)C1OC1CC(O)C(O)C(CO)O1,COC1OC(CO)C(O)C(O)C1OC1CC(O)C(O)C(CO)O1,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)([P+](=O)[O-])C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)([P+](=O)[O-])C1O,sweet,flavor_db
COCC1OC(OC)CCC1O,COCC1OC(OC)CCC1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO)C2OP(O)(O)(O)OC21,Nc1ncnc2c1ncn2C1OC(CO)C2OP(O)(O)(O)OC21,sweet,flavor_db
CCOC1OC(CO)C(OC)C(O)C1O,CCOC1OC(CO)C(OC)C(O)C1O,sweet,flavor_db
COC1OC(CO)C(O)C(OC2OC(C)C(O)CC2O)C1OC,COC1OC(CO)C(O)C(OC2OC(C)C(O)CC2O)C1OC,sweet,flavor_db
Nc1ncnc2c1ncn2C1CC(O)C(CO[P+](O)(O)[S-])O1,Nc1ncnc2c1ncn2C1CC(O)C(CO[P+](O)(O)[S-])O1,sweet,flavor_db
OCC1(OC2OCC(O)C(O)C2O)OCC(O)C(O)C1O,OCC1(OC2OCC(O)C(O)C2O)OCC(O)C(O)C1O,sweet,flavor_db
COC1CC(O)C(C)OC1OC,COC1CC(O)C(C)OC1OC,sweet,flavor_db
COCOC1C(OC)OC(CO)C(O)C1OC1OC(C)C(O)CC1O,COCOC1C(OC)OC(CO)C(O)C1OC1OC(C)C(O)CC1O,sweet,flavor_db
COC1OC(CO)C(O)C(OC2OC(C)C(O)CC2O)C1OCCO,COC1OC(CO)C(O)C(OC2OC(C)C(O)CC2O)C1OCCO,sweet,flavor_db
CC(CN)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CC(CN)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],sweet,flavor_db
OCC1OC(OC2C(O)COC2O)C(O)C(O)C1O,OCC1OC(OC2C(O)COC2O)C(O)C(O)C1O,sweet,flavor_db
OCC(O)C1OCC(O)C1OC1OC(CO)C(O)C(O)C1O,OCC(O)C1OCC(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
CCCOC1(CO)OC(COC2OC(CO)C(O)C(O)C2O)C(O)C1O,CCCOC1(CO)OC(COC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
CCOC1(CO)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,CCOC1(CO)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet,flavor_db
CCCOC1(CO)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,CCCOC1(CO)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet,flavor_db
CCCOC1(CO)OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,CCCOC1(CO)OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
CCCCOC1(CO)OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,CCCCOC1(CO)OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
CCCCOC1(CO)OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,CCCCOC1(CO)OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet,flavor_db
CCOC1(CO)OC(COC2OC(CO)C(O)C(O)C2O)C(O)C1O,CCOC1(CO)OC(COC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
CCCCOC1(CO)OC(COC2OC(CO)C(O)C(O)C2O)C(O)C1O,CCCCOC1(CO)OC(COC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
CCCCOC1(CO)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,CCCCOC1(CO)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet,flavor_db
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)c(OC)ccc3oc2c1,COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)c(OC)ccc3oc2c1,sweet,flavor_db
COc1cc(-c2cc(=O)c3c(O)c(OC4OC(C)C(O)C(O)C4O)c(O)cc3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)c(OC4OC(C)C(O)C(O)C4O)c(O)cc3o2)ccc1O,sweet,flavor_db
CC1OC(O)C(O)(O)C(O)C1O,CC1OC(O)C(O)(O)C(O)C1O,sweet,flavor_db
OCC1OC(OCC2OC(O)C(O)(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(O)C(O)(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
CC1CC(O)C(O)C(OC2C(C)OC(O)C(O)C2O)O1,CC1CC(O)C(O)C(OC2C(C)OC(O)C(O)C2O)O1,sweet,flavor_db
O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(OC3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)c(O)c12,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(OC3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)c(O)c12,sweet,flavor_db
OCC1OC(OC2(O)C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(O)C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
OCC1OC(OC2(O)C(O)C(O)OC(CO)C2O)C(O)C(O)C1O,OCC1OC(OC2(O)C(O)C(O)OC(CO)C2O)C(O)C(O)C1O,sweet,flavor_db
OCC1OC(OC(O)C2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC(O)C2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
COCC1OC(OC2OCC(O)C(O)C2O)C(OC)C(O)C1O,COCC1OC(OC2OCC(O)C(O)C2O)C(OC)C(O)C1O,sweet,flavor_db
COc1cc(-c2cc(=O)c3c(O)cc(O)c(OC4OC(CO)C(O)C(O)C4O)c3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)cc(O)c(OC4OC(CO)C(O)C(O)C4O)c3o2)ccc1O,sweet,flavor_db
