SMILES,Class taste,Taste
NCC(=O)NC(CC1=CNc2ccccc12)C(O)=O,Bitterness,Bitter
NCC(=O)NC(Cc1ccc(cc1)O)C(O)=O,Bitterness,Bitter
NCC(=O)NC(Cc1ccc(cc1)O)C(=O)NCC(O)=O,Bitterness,Bitter
NCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(Cc1ccc(cc1)O)C(O)=O,Bitterness,Bitter
OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Cl,Bitterness,Bitter
Cc1nccc2c1Nc1ccccc-21,Bitterness,Bitter
CC1CC2OC(=O)C(=C)C2C(O)C2(C)C1C=CC2=O,Bitterness,Bitter
CC1OC(OC2C(O)C(C)OC(OC3C(O)C(O)C(OC3COC3OCC(O)C(O)C3O)OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(O)CC54C)C(O)=O)C3(C)C)C2O)C(O)C(O)C1O,Bitterness,Bitter
OCC1OC(Oc2ccccc2C=O)C(O)C(O)C1O,Bitterness,Bitter
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,Bitterness,Slightly bitter
OC1=C(Oc2c(c(cc(c2C1=O)O)O)O)c1ccc(cc1)O,Bitterness,Bitter
CC1C2CC(OC(C)=O)C(=CCCC(=CC2OC1=O)C)C,Bitterness,Bitter
CC1C2CC(OC(C)=O)C(=C)C(O)CCC(=CC2OC1=O)C,Bitterness,Bitter
CC1C2CC(OC(C)=O)C(=C)C(CCC(=CC2OC1=O)C)OC(C)=O,Bitterness,Bitter
[Na+].CCCCCCC1(CC)C(=O)NC(=NC1=O)[O-],Bitterness,Bitter
[Na+].CN1C(=O)[N-]C(=O)C(C)(C1=O)C1=CCCCC1,Bitterness,Bitter
COC1CC(OC(C)C1OC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1)OC1CCC2(C)C3CC(OC(=O)C(C)=CC)C4(C)C(CCC4(O)C3CC=C2C1)C(C)=O,Bitterness,Bitter
[Br-].CC[n+]1c(c2cc(ccc2c2ccc(cc12)N)N)-c1ccccc1,Bitterness,Bitter
CC(C)C1CC(=CC(=O)C1)C,Bitterness,Bitter
COc1cc(ccc1O)C1CC(=O)c2c(cc(cc2O1)O)O,Bitterness,Bitter
OCC1C(=Cc2ccco2)C(=O)c2c(c(c(c[n+]12)[O-])Cc1ccco1)CO,Bitterness,Strongly bitter
CCCC(=O)CC(=O)NC1CCOC1=O,Bitterness,Bitter
CCCCCC(=O)CC(=O)NC1CCOC1=O,Bitterness,Bitter
CCCC(=O)NC1CCOC1=O,Bitterness,Bitter
CCCCCC(=O)NC1CCOC1=O,Bitterness,Bitter
CC(C)=CCC1(CC=C(C)C)C(=O)C(=C(O)C1=O)O,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C(O)(CC=C(C)C)C(O)(C(=O)CC=C(C)C)C1=O,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C(=C(O)C(O)(CC=C(C)C)C1=O)CC=C(C)C,Bitterness,Bitter
CC12CCC(=O)C=C2CCC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C12,Bitterness,Bitter
OO,Bitterness,Bitter
CCC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)OO,Bitterness,Bitter
CC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)OO,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)OO,Bitterness,Bitter
CCC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)OO,Bitterness,Bitter
CC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)OO,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)OO,Bitterness,Bitter
CCC(C)C(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C3CC(CC=C(C)C)(C1=O)C2=O,Bitterness,Bitter
CC(C)C(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C3CC(CC=C(C)C)(C1=O)C2=O,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C3CC(CC=C(C)C)(C1=O)C2=O,Bitterness,Bitter
CCN(CCO)CCCC(C)Nc1ccnc2cc(ccc12)Cl.OS(O)(=O)=O,Bitterness,Bitter
CCC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)O,Bitterness,Bitter
CC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)O,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)O,Bitterness,Bitter
OC1CCN2CC3CC(CN4C3CCCC4=O)C2C1,Bitterness,Bitter
CCC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)O,Bitterness,Bitter
CC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)O,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)O,Bitterness,Bitter
CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)C(CC3(C1=O)C2=O)C(C)(C)O,Bitterness,Bitter
CC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)C(CC3(C1=O)C2=O)C(C)(C)O,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)C(CC3(C1=O)C2=O)C(C)(C)O,Bitterness,Bitter
Cl.Cl.OCCOCCN1CCN(CC1)C(c1ccccc1)c1ccc(cc1)Cl,Bitterness,Bitter
O=C1N=CNC2=C1NC=N2,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(C)C(O)=O,Bitterness,Bitter
CC(C)(O)C1CC(=O)C2(C)C(CCC3(C)C(OC(=O)C4OC234)C2=COC=C2)C21COC(=O)CC2O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(CC(O)=O)C(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(CCC(O)=O)C(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(Cc1ccccc1)C(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NCC(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NCC(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NCC(=O)NC(C)C(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(C(C)CC)C(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(CCCCN)C(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(CC(C)C)C(O)=O,Bitterness,Bitter
N1C=CN=C1,Bitterness,Bitter
Cl.CN(C)CCC[N+]1([O-])c2ccccc2CCc2ccccc12,Bitterness,Very bitter
Cc1ccc(cc1)S(O)(=O)=O.CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(CC(N)=O)C(O)=O,Bitterness,Bitter
Cl.CCc1ccc(cc1)C(=O)C(C)CN1CCCC1,Bitterness,Bitter
OCC1OC(C(O)C1O)N1C=NC2=C1NC=NC2=O,Bitterness,Bitter
CC(I)C1OCC(CO)O1,Bitterness,Bitter
CCC(C)C(N)C(=O)N1CCCC1C(O)=O,Bitterness,Bitter
[Na+].CN(C)C=Nc1c(cc(c(c1I)CCC([O-])=O)I)I,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(CCC(N)=O)C(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(CO)C(O)=O,Bitterness,Bitter
CC1C2C(CC1=O)C(=C)CC(O)C1C(C)C(=O)OC21,Bitterness,Bitter
CC(C)COC(C)=O,Bitterness,Slightly bitter
CCC(=O)OCC(C)C,Bitterness,Bitter
CC(C)COC(=O)c1ccccc1O,Bitterness,Bitter
CC(=O)OCC12C(CCC(C)(C)C1C=O)OC(=O)C13CC(CC(O)C21)C(=C)C3=O,Bitterness,Bitter
COc1ccc(cc1OC)C=CC,Bitterness,Bitter
O=C1C(=COc2ccccc12)c1ccccc1,Bitterness,Bitter
CC1C(O)CC2C1C1OC(=O)C(C)C1C(O)CC2=C,Bitterness,Bitter
Oc1ccc(cc1)C=CC(=O)c1ccc(cc1O)O,Bitterness,Bitter
OCC1CCCC2CCCC[N+]12[O-],Bitterness,Bitter
CNC(C)CCC=C(C)C.OC(C(O)C(O)C(O)=O)C(O)C(O)=O,Bitterness,Bitter
COc1c2c(c(c3c1OC(=O)C=C3)OC)C=CO2,Bitterness,Bitter
CC(C)O,Bitterness,Slightly bitter
COc1cc(ccc1O)C1=C(O)C(=O)c2c(cc(cc2O1)O)O,Bitterness,Bitter
COc1cc(c(c2c1C(=O)CC(O2)c1ccc(cc1)O)CC=C(C)C)O,Bitterness,Bitter
COc1cc(c(c2c1C(=O)CC(O2)c1ccc(cc1)O)CCC(C)(C)O)O,Bitterness,Bitter
COc1cc(c(c2c1C(=O)CC(O2)c1ccc(cc1)O)CCC(C)(C)OC)O,Bitterness,Bitter
CCOC(C)(C)CCc1c(cc(c2c1OC(CC2=O)c1ccc(cc1)O)OC)O,Bitterness,Bitter
CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C2=C1OC(CC2=O)c1ccc(cc1)O,Bitterness,Bitter
Cl.CC(COc1ccccc1)NC(C)C(O)c1ccc(cc1)O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(C(C)O)C(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(C(C)C)C(O)=O,Bitterness,Bitter
CCC(C)C(N)C(=O)NC(CC1=CNc2ccccc12)C(O)=O,Bitterness,Bitter
OC1=C(Oc2cc(cc(c2C1=O)O)O)c1ccc(cc1)O,Bitterness,Bitter
OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=C(Oc3cc(cc(c3C2=O)O)O)c2ccc(cc2)O)C1O,Bitterness,Bitter
OCC1OC(OC2=C(Oc3cc(cc(c3C2=O)O)O)c2ccc(cc2)O)C(O)C(O)C1O,Bitterness,Bitter
CC(C)C(NC(=O)C(C)NC(=O)C(N)CCCCN)C(=O)N1CCCC1C(=O)NC(Cc1ccc(cc1)O)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(O)=O,Bitterness,Bitter
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(O)=O,Bitterness,Bitter
COc1c2c(c(c3c1OC(=CC3=O)C)OC)C=CO2,Bitterness,Bitter
CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CC1=CNC=N1)NC(=O)C(CC(C)C)NC(=O)C(N)CCCCN)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(O)=O,Bitterness,Bitter
COc1cc2nc3c(c(c2cc1OC)OC)C=CO3,Bitterness,Bitter
NCCCCC(N)C(=O)N1CCCC1C(O)=O,Bitterness,Bitter
NCCCCC(N)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(O)=O,Bitterness,Bitter
NCCCCC(N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(O)=O,Bitterness,Bitter
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(N)CCCCN)C(=O)NC(C(C)C)C(O)=O,Bitterness,Bitter
Cl.CC(CCc1ccccc1)NCC(O)c1ccc(c(c1)C(N)=O)O,Bitterness,Bitter
CC1=C2C(C3OC(=O)C(=C)C3C(O)C1)C(=CC2=O)CO,Bitterness,Bitter
CC1=C2C(C3OC(=O)C(=C)C3C(O)C1)C(=CC2=O)COC(=O)C(O)=O,Bitterness,Bitter
CC1=C2C(C3OC(=O)C(=C)C3C(O)C1)C(=CC2=O)COC(=O)Cc1ccc(cc1)O,Bitterness,Bitter
CC1=C2C(C3OC(=O)C(=C)C3C(C1)OC(=O)Cc1ccc(cc1)O)C(=CC2=O)COC(=O)C(O)=O,Bitterness,Bitter
CC1=C2C(C3OC(=O)C(=C)C3C(C1)OC(=O)Cc1ccc(cc1)O)C(=CC2=O)CO,Bitterness,Bitter
OCC1(O)OCC(O)C(O)C1O,Bitterness,Bitter
O=C(CS(=O)CC1=CC=CO1)NCC=CCOc1cc(ccn1)CN1CCCCC1,Bitterness,Slightly bitter
CC(C)CC(N)C(=O)NC(C)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(=O)NC(CCC(O)=O)C(O)=O,Bitterness,Bitter
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)C(O)CC12,Bitterness,Bitter
CC(C)CC(NC(=O)C(C)N)C(O)=O,Bitterness,Bitter
CC(C)C(NC(=O)C(C)N)C(O)=O,Bitterness,Bitter
CCN1CC2(CCC(OC)C34C2CC(C13)C1(O)CC(OC)C2CC4C1(O)C2OC)OC(=O)c1ccccc1NC(C)=O,Bitterness,Bitter
NC(CCCNC(N)=N)C(O)=O,Bitterness,Bitter
COC(=O)C(C)NC(=O)C(N)CC(O)=O,Bitterness,Bitter
CC(NC(=O)C(N)CC(O)=O)C(=O)NC1C(C)(C)CCC1(C)C,Bitterness,Bitter
COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(O)=O,Bitterness,Bitter(5); Non-sweet(2)
CCCC(NC(=O)C(N)CC(O)=O)C(=O)OCC,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(CC(O)=O)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(CCC(O)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(CC1=CNc2ccccc12)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NCC(=O)NCC(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NCC(=O)NCC(=O)NCC(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NCC(=O)NC(CC(C)C)C(O)=O,Bitterness,Bitter
COC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(O)=O,Bitterness,Bitter
CC(C)CC(NC(=O)CN)C(O)=O,Bitterness,Bitter
NCC(=O)NC(Cc1ccccc1)C(O)=O,Bitterness,Bitter
CC(C)CC(NC(=O)CN)C(O)=O,Bitterness,Bitter
NCC(=O)NC(Cc1ccccc1)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(O)=O,Bitterness,Bitter
NC(CC1=CN=CN1)C(O)=O,Bitterness,Bitter(2); Bitter/Slightly bitter; Non-sweet
CCC(C)C(NC(=O)C(N)CC(C)C)C(O)=O,Bitterness,Bitter
CCN(CC)CC(=O)Nc1c(cccc1C)C,Bitterness,Bitter
Cl.CCN(CC)CC(=O)Nc1c(cccc1C)C,Bitterness,Extremely bitter; Bitter
[Cl-].Cc1cccc(c1NC(=O)C[N+](C)(C)C)C,Bitterness,Bitter
CC1(C)OC2CC(=O)OCC32C2CCC4(C)C(OC(=O)C5OC45C2(C)C(=O)CC13)C1=COC=C1,Bitterness,Bitter
CC(C)(OC1OC(CO)C(O)C(O)C1O)C#N,Bitterness,Bitter
Cl.CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C1OC(SC)C(O)C(O)C1O,Bitterness,Bitter
Oc1ccc(cc1)C1CC(=O)c2ccc(cc2O1)O,Bitterness,Bitter
CCC(C)C(N)C(O)=O,Bitterness,Bitter
[Li+].[Br-],Bitterness,Slightly bitter
CC(C)CC(N)C(O)=O,Bitterness,Bitter(4); Slightly bitter; Non-sweet
CC(C)CC(N)C(=O)NC(CC(C)C)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(C)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NCC(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(CC(C)C)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NCC(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(O)=O,Bitterness,Bitter
NCCCCC(N)C(O)=O,Bitterness,Bitter(2); Sweet/Bitter
CC(C)C1CCC(C)CC1=O,Bitterness,Bitter
CCCCC(N)C(O)=O,Bitterness,Bitter
CCCC(N)C(O)=O,Bitterness,Bitter
CCN1C=C(C(O)=O)C(=O)c2cc(c(c(c12)F)N1CCNC(C)C1)F,Bitterness,Bitter
NC(Cc1ccccc1)C(=O)NCC(O)=O,Bitterness,Bitter
NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(O)=O,Bitterness,Bitter
NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(O)=O,Bitterness,Bitter
NC(Cc1ccccc1)C(O)=O,Bitterness,Tasteless; Bitter(4); Slightly bitter; Non-sweet
CC(C)CC(N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC(C)C)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(O)=O,Bitterness,Bitter
NC(CC1=CNc2ccccc12)C(O)=O,Bitterness,Bitter(3); Non-sweet
NC(Cc1ccc(cc1)O)C(O)=O,Bitterness,Bitter(4); Non-sweet
OCC1CCCN2CCCCC12,Bitterness,Bitter
CC(C)CC(=O)C1=C(O)C(=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O)CC=C(C)C,Bitterness,Bitter
Oc1cc(c2c(c1)OC(=CC2=O)c1ccc(c(c1)O)O)O,Bitterness,Bitter
CC(C)C(N)C(O)=O,Bitterness,Bitter
CC(C)C(N)C(=O)NC(C)C(O)=O,Bitterness,Bitter
CCC(C)C(NC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1ccc(cc1)O)NC(=O)C(NC(=O)C(N)CC(C)C)C(C)C)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(N)=O)C(O)=O,Bitterness,Bitter
CC(C)CC(N)C(=O)NC(Cc1ccc(cc1)O)C(O)=O,Bitterness,Bitter
CCN1CC2(CO)CCC(OC)C34C5CC6C(CC(O)(C5C6OC)C(O)(C(OC)C23)C14)OC,Bitterness,Bitter
CC1CC2CC(=O)C3CCCN4CCCC2C34C1,Bitterness,Bitter
[Mg+2].[Br-].[Br-],Bitterness,Bitter
[Mg+2].[O-][Cl](=O)=O.[O-][Cl](=O)=O,Bitterness,Bitter
[Mg+2].CC(O)C([O-])=O.CC(O)C([O-])=O,Bitterness,Very bitter
[Mg+2].[O-]S([O-])(=O)=O,Bitterness,Bitter; Salty/Bitter
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,Bitterness,Bitter
COc1cc(cc(c1O)OC)-c1[o+]c2cc(cc(c2cc1OC1OC(CO)C(O)C(O)C1O)O)O,Bitterness,Bitter
CSCCC(N)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC1=CNC=N1)C(=O)NC(CCCCN)C(=O)NC(CCC(O)=O)C(=O)NC(CCSC)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(Cc1ccc(cc1)O)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCC(O)=O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(O)=O,Bitterness,Bitter
CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCC1=COC=C1,Bitterness,Bitter
CC12CC(=O)C3=C(C=CO3)C2CCC23CC(CC(O)C12)C(O)(COC1OC(CO)C(O)C(O)C1O)C3O,Bitterness,Bitter
O=C1CCCC2C3CCCN4CCCC(CN12)C34,Bitterness,Bitter
COc1ccc2c(c1OC)C(=O)OC2,Bitterness,Bitter
Cc1cccc(c1C)Nc1ccccc1C(O)=O,Bitterness,Intensely bitter
OCC1OC(Oc2ccccc2C=CC(O)=O)C(O)C(O)C1O,Bitterness,Slightly bitter
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,Bitterness,Bitter
Cl.CCOC(=O)C1(CCN(C)CC1)c1ccccc1,Bitterness,Slightly bitter
Cc1ccccc1OCC(O)CO,Bitterness,Bitter
CCCC(C)(COC(N)=O)COC(N)=O,Bitterness,Bitter
COc1ccc2c(c1CC1OC1(C)C)OC(=O)C=C2,Bitterness,Bitter
[OH-].[Na+].COC(C[Hg+])CNC(=O)c1ccccc1OCC([O-])=O,Bitterness,Bitter
Cl.CN(C)C1C2C(O)C3C(=C)c4cccc(c4C(=C3C(=O)C2(O)C(=C(C(N)=O)C1=O)O)O)O,Bitterness,Bitter
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,Bitterness,Bitter
Cl.CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,Bitterness,Bitter
Cl.CNC(C)Cc1ccccc1,Bitterness,Bitter
[Br-].CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc12,Bitterness,Bitter
CN1C=CNC1=S,Bitterness,Bitter
COc1c2c(cc3c1OC(=O)C=C3)C=CO2,Bitterness,Bitter
Cl.CCC(NC)c1ccccc1OC,Bitterness,Bitter
COC(=O)c1ccccc1CCc1ccc(c(c1)O)OC,Bitterness,Bitter
COC(C)=O,Bitterness,Slightly bitter
COC(=O)c1ccccc1N,Bitterness,Slightly bitter
[Cl-].Cc1cc(ccc1C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)Cc1ccccc1,Bitterness,Bitter
CCC(CO)NC(=O)C1CN(C)C2CC3=CNc4cccc(c34)C2=C1.OC(=O)C=CC(O)=O,Bitterness,Bitter
CC1=CC(=O)NC(=S)N1,Bitterness,Bitter
COC1CC(O)C(O)C(C)O1,Bitterness,Bitter
COC1OC(C)C(O)CC1O,Bitterness,Bitter
COC1OC(C)CC(O)C1O,Bitterness,Bitter
CCC1(CC)C(=O)NCC(C)C1=O,Bitterness,Bitter
Cl.COc1ccc2c(c1)C1=C3N2CCN(C)C3=NCC1,Bitterness,Bitter
Cl.Cl.COCC(=O)OC1(CCN(C)CCCC2=Nc3ccccc3N2)CCc2cc(ccc2C1C(C)C)F,Bitterness,Bitter
Clc1ccc(c(c1)Cl)COC(Cn1ccnc1)c1ccc(cc1Cl)Cl,Bitterness,Bitter
O=N(=O)c1cccc(c1)N(=O)=O,Bitterness,Bitter
CC(CC(O)C=C(C)C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(CCC12C)C=O,Bitterness,Bitter
CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,Bitterness,Bitter
CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,Bitterness,Bitter
OC1=C(Oc2cc(cc(c2C1=O)O)O)c1ccc(cc1O)O,Bitterness,Bitter
Cl.CN1CCC23C4Oc5c(ccc(c25)CC1C3C=CC4O)O,Bitterness,Bitter
[Ca+2].CC(CSC(=O)C(C)NC(=O)C1CCCCC1)C(=O)N1CCCC1C([O-])=O.CC(CSC(=O)C(C)NC(=O)C1CCCCC1)C(=O)N1CCCC1C([O-])=O,Bitterness,Bitter
CSCCC(N)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(Cc1ccc(cc1)O)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCC(O)=O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(O)=O,Bitterness,Bitter
Cc1cccc(c1)NC(N)=O,Bitterness,Bitter
COc1c(c2c(c(c1OC)O)C(=O)C(CO2)Cc1ccc(cc1)O)O,Bitterness,Bitter
OC1=C(Oc2cc(cc(c2C1=O)O)O)c1cc(c(c(c1)O)O)O,Bitterness,Bitter
ON=CC1=CC2CCCC1C=C2,Bitterness,Bitter
COCCC=C(C)C=NO,Bitterness,Non-sweet; Bitter
COCCCCC=C(C)C=NO,Bitterness,Non-sweet; Bitter
CCN(CC)CCCN1S(=O)(=O)c2ccccc2S1(=O)=O,Bitterness,Slightly bitter
CCN(CC)C1=NS(=O)(=O)c2cc(ccc12)N(=O)=O,Bitterness,Slightly bitter
CC1CC=C(C=NO)C(C)O1,Bitterness,Non-sweet(2); Bitter(2)
ON=CC1=CC(CCC1)C=C,Bitterness,Non-sweet; Bitter(3)
CC(C)C1CCC(=CC1)C=NO,Bitterness,Bitter
COCC1=CCC=C(C1)C=NO,Bitterness,Non-sweet(2); Bitter(2)
COCC1CCC=C1C=NO,Bitterness,Non-sweet; Bitter
Oc1ccc(cc1O)CCC(=O)NCCCCN(CCCNC(=O)CCc1ccc(c(c1)O)O)C(=O)CCc1ccc(c(c1)O)O,Bitterness,Bitter
Oc1ccc(cc1O)CCC(=O)NCCCCNCCCNC(=O)CCc1ccc(c(c1)O)O,Bitterness,Bitter
CC(C)CC(NC(=O)C(C)NC(=O)C(N)CC(N)=O)C(=O)NC(CCC(O)=O)C(=O)N1CCCC1C(=O)NC(CC(O)=O)C(=O)NC(CC1=CNC=N1)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(O)=O)C(O)=O,Bitterness,Bitter
CC(C)CC(NC(=O)C(C)NC(=O)C(N)CC(N)=O)C(=O)N1CCCC1C(=O)NC(CCC(O)=O)C(O)=O,Bitterness,Bitter
Cl.C1CN=C(Cc2cccc3ccccc23)N1,Bitterness,Bitter
CC(C)C1(CC(Br)=C)C(=O)NC(=O)N(C)C1=O,Bitterness,Bitter
CC1OC(OC2C(O)C(O)C(CO)OC2Oc2cc(c3c(c2)OC(CC3=O)c2ccc(cc2)O)O)C(O)C(O)C1O,Bitterness,Bitter(6); Sweet
CCCCN(CCCC)CCN1S(=O)(=O)c2ccccc2S1(=O)=O,Bitterness,Slightly bitter
CCC(C)(C)C1(CC=C)C(=O)NC(=O)NC1=O,Bitterness,Slightly bitter
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCC(O)=O)NC(=O)C(N)CC(N)=O)C(O)=O,Bitterness,Bitter
